# This is just a completely made-up phase diagram...
#  T(K)        P(GPa)                   PhaseName             G(eV/atom)
 710.00          0.00                      phase3         -8.90732100
 710.00          1.00                      phase3         -8.87066500
 710.00          2.00                      phase3         -8.83410200
 710.00          3.00                      phase3         -8.79763000
 710.00          4.00                      phase3         -8.76124800
 710.00          5.00                      phase3         -8.72495600
 710.00          6.00                      phase3         -8.68875100
 710.00          7.00                      phase3         -8.65263500
 710.00          8.00                      phase3         -8.61660400
 710.00          9.00                      phase3         -8.58065800
 710.00         10.00                      phase3         -8.54479600
 710.00         11.00                      phase3         -8.50901700
 710.00         12.00                      phase3         -8.47332100
 710.00         13.00                      phase3         -8.43770600
 710.00         14.00                      phase3         -8.40217200
 710.00         15.00                      phase3         -8.36671700
 710.00         16.00                      phase3         -8.33134100
 710.00         17.00                      phase3         -8.29604200
 710.00         18.00                      phase3         -8.26082100
 710.00         19.00                      phase3         -8.22567600
 710.00         20.00                      phase3         -8.19060800
 710.00         21.00                      phase3         -8.15561300
 710.00         22.00                      phase3         -8.12069300
 710.00         23.00                      phase3         -8.08584600
 710.00         24.00                      phase3         -8.05107200
 710.00         25.00                      phase3         -8.01637000
 710.00         26.00                      phase3         -7.98173800
 710.00         27.00                      phase3         -7.94717800
 710.00         28.00                      phase3         -7.91268700
 710.00         29.00                      phase3         -7.87826500
 710.00         30.00                      phase3         -7.84391300
 710.00         31.00                      phase3         -7.80962800
 710.00         32.00                      phase3         -7.77541000
 710.00         33.00                      phase3         -7.74125900
 710.00         34.00                      phase3         -7.70717400
 710.00         35.00                      phase3         -7.67315500
 710.00         36.00                      phase3         -7.63920100
 710.00         37.00                      phase3         -7.60531200
 710.00         38.00                      phase3         -7.57148600
 710.00         39.00                      phase3         -7.53772300
 710.00         40.00                      phase3         -7.50402400
 710.00         41.00                      phase3         -7.47038600
 710.00         42.00                      phase3         -7.43681100
 710.00         43.00                      phase3         -7.40329700
 710.00         44.00                      phase3         -7.36984300
 710.00         45.00                      phase3         -7.33645000
 710.00         46.00                      phase3         -7.30311600
 710.00         47.00                      phase3         -7.26984200
 710.00         48.00                      phase3         -7.23662700
 710.00         49.00                      phase3         -7.20347000
 710.00         50.00                      phase3         -7.17037100
 710.00         51.00                      phase3         -7.13732900
 710.00         52.00                      phase3         -7.10434500
 710.00         53.00                      phase3         -7.07141800
 710.00         54.00                      phase3         -7.03854600
 710.00         55.00                      phase3         -7.00573000
 710.00         56.00                      phase3         -6.97297000
 710.00         57.00                      phase3         -6.94026400
 710.00         58.00                      phase3         -6.90761300
 710.00         59.00                      phase3         -6.87501600
 710.00         60.00                      phase3         -6.84247300
 710.00         61.00                      phase3         -6.80998300
 710.00         62.00                      phase3         -6.77754700
 710.00         63.00                      phase3         -6.74516300
 710.00         64.00                      phase3         -6.71283100
 710.00         65.00                      phase3         -6.68055100
 710.00         66.00                      phase3         -6.64832200
 710.00         67.00                      phase3         -6.61614500
 710.00         68.00                      phase3         -6.58401800
 710.00         69.00                      phase3         -6.55194200
 710.00         70.00                      phase3         -6.51991600
 710.00         71.00                      phase3         -6.48794000
 710.00         72.00                      phase3         -6.45601400
 710.00         73.00                      phase3         -6.42413600
 710.00         74.00                      phase3         -6.39230800
 710.00         75.00                      phase3         -6.36052700
 710.00         76.00                      phase3         -6.32879500
 710.00         77.00                      phase3         -6.29711100
 710.00         78.00                      phase3         -6.26547500
 710.00         79.00                      phase3         -6.23388500
 710.00         80.00                      phase3         -6.20234300
 710.00         81.00                      phase3         -6.17084700
 710.00         82.00                      phase3         -6.13939800
 710.00         83.00                      phase3         -6.10799500
 710.00         84.00                      phase3         -6.07663700
 710.00         85.00                      phase3         -6.04532500
 710.00         86.00                      phase3         -6.01405900
 710.00         87.00                      phase3         -5.98283700
 710.00         88.00                      phase3         -5.95166000
 710.00         89.00                      phase3         -5.92052700
 710.00         90.00                      phase3         -5.88943800
 710.00         91.00                      phase3         -5.85839300
 710.00         92.00                      phase3         -5.82739300
 710.00         93.00                      phase3         -5.79643600
 710.00         94.00                      phase3         -5.76552100
 710.00         95.00                      phase3         -5.73465000
 710.00         96.00                      phase3         -5.70382100
 710.00         97.00                      phase3         -5.67303400
 710.00         98.00                      phase3         -5.64229000
 710.00         99.00                      phase3         -5.61158700
 710.00        100.00                      phase3         -5.58092600
 720.00          0.00                      phase3         -8.90846600
 720.00          1.00                      phase3         -8.87180200
 720.00          2.00                      phase3         -8.83523100
 720.00          3.00                      phase3         -8.79875200
 720.00          4.00                      phase3         -8.76236300
 720.00          5.00                      phase3         -8.72606300
 720.00          6.00                      phase3         -8.68985100
 720.00          7.00                      phase3         -8.65372800
 720.00          8.00                      phase3         -8.61769000
 720.00          9.00                      phase3         -8.58173700
 720.00         10.00                      phase3         -8.54586800
 720.00         11.00                      phase3         -8.51008300
 720.00         12.00                      phase3         -8.47438100
 720.00         13.00                      phase3         -8.43875900
 720.00         14.00                      phase3         -8.40321800
 720.00         15.00                      phase3         -8.36775700
 720.00         16.00                      phase3         -8.33237500
 720.00         17.00                      phase3         -8.29707100
 720.00         18.00                      phase3         -8.26184400
 720.00         19.00                      phase3         -8.22669300
 720.00         20.00                      phase3         -8.19161900
 720.00         21.00                      phase3         -8.15661900
 720.00         22.00                      phase3         -8.12169300
 720.00         23.00                      phase3         -8.08684000
 720.00         24.00                      phase3         -8.05206000
 720.00         25.00                      phase3         -8.01735300
 720.00         26.00                      phase3         -7.98271600
 720.00         27.00                      phase3         -7.94815000
 720.00         28.00                      phase3         -7.91365400
 720.00         29.00                      phase3         -7.87922700
 720.00         30.00                      phase3         -7.84486900
 720.00         31.00                      phase3         -7.81057900
 720.00         32.00                      phase3         -7.77635700
 720.00         33.00                      phase3         -7.74220100
 720.00         34.00                      phase3         -7.70811100
 720.00         35.00                      phase3         -7.67408800
 720.00         36.00                      phase3         -7.64012900
 720.00         37.00                      phase3         -7.60623500
 720.00         38.00                      phase3         -7.57240400
 720.00         39.00                      phase3         -7.53863700
 720.00         40.00                      phase3         -7.50493300
 720.00         41.00                      phase3         -7.47129200
 720.00         42.00                      phase3         -7.43771200
 720.00         43.00                      phase3         -7.40419300
 720.00         44.00                      phase3         -7.37073500
 720.00         45.00                      phase3         -7.33733800
 720.00         46.00                      phase3         -7.30400000
 720.00         47.00                      phase3         -7.27072200
 720.00         48.00                      phase3         -7.23750200
 720.00         49.00                      phase3         -7.20434100
 720.00         50.00                      phase3         -7.17123800
 720.00         51.00                      phase3         -7.13819300
 720.00         52.00                      phase3         -7.10520500
 720.00         53.00                      phase3         -7.07227300
 720.00         54.00                      phase3         -7.03939800
 720.00         55.00                      phase3         -7.00657800
 720.00         56.00                      phase3         -6.97381400
 720.00         57.00                      phase3         -6.94110500
 720.00         58.00                      phase3         -6.90845000
 720.00         59.00                      phase3         -6.87584900
 720.00         60.00                      phase3         -6.84330300
 720.00         61.00                      phase3         -6.81080900
 720.00         62.00                      phase3         -6.77836900
 720.00         63.00                      phase3         -6.74598100
 720.00         64.00                      phase3         -6.71364600
 720.00         65.00                      phase3         -6.68136300
 720.00         66.00                      phase3         -6.64913100
 720.00         67.00                      phase3         -6.61695000
 720.00         68.00                      phase3         -6.58482000
 720.00         69.00                      phase3         -6.55274000
 720.00         70.00                      phase3         -6.52071100
 720.00         71.00                      phase3         -6.48873200
 720.00         72.00                      phase3         -6.45680300
 720.00         73.00                      phase3         -6.42492200
 720.00         74.00                      phase3         -6.39309000
 720.00         75.00                      phase3         -6.36130700
 720.00         76.00                      phase3         -6.32957200
 720.00         77.00                      phase3         -6.29788400
 720.00         78.00                      phase3         -6.26624500
 720.00         79.00                      phase3         -6.23465200
 720.00         80.00                      phase3         -6.20310700
 720.00         81.00                      phase3         -6.17160800
 720.00         82.00                      phase3         -6.14015600
 720.00         83.00                      phase3         -6.10875000
 720.00         84.00                      phase3         -6.07738900
 720.00         85.00                      phase3         -6.04607500
 720.00         86.00                      phase3         -6.01480500
 720.00         87.00                      phase3         -5.98358000
 720.00         88.00                      phase3         -5.95240000
 720.00         89.00                      phase3         -5.92126500
 720.00         90.00                      phase3         -5.89017300
 720.00         91.00                      phase3         -5.85912600
 720.00         92.00                      phase3         -5.82812300
 720.00         93.00                      phase3         -5.79716300
 720.00         94.00                      phase3         -5.76624600
 720.00         95.00                      phase3         -5.73537100
 720.00         96.00                      phase3         -5.70454000
 720.00         97.00                      phase3         -5.67375100
 720.00         98.00                      phase3         -5.64300300
 720.00         99.00                      phase3         -5.61229800
 720.00        100.00                      phase3         -5.58163500
 730.00          0.00                      phase3         -8.90963600
 730.00          1.00                      phase3         -8.87296400
 730.00          2.00                      phase3         -8.83638500
 730.00          3.00                      phase3         -8.79989800
 730.00          4.00                      phase3         -8.76350200
 730.00          5.00                      phase3         -8.72719500
 730.00          6.00                      phase3         -8.69097600
 730.00          7.00                      phase3         -8.65484500
 730.00          8.00                      phase3         -8.61880000
 730.00          9.00                      phase3         -8.58284000
 730.00         10.00                      phase3         -8.54696500
 730.00         11.00                      phase3         -8.51117300
 730.00         12.00                      phase3         -8.47546400
 730.00         13.00                      phase3         -8.43983600
 730.00         14.00                      phase3         -8.40428900
 730.00         15.00                      phase3         -8.36882200
 730.00         16.00                      phase3         -8.33343300
 730.00         17.00                      phase3         -8.29812300
 730.00         18.00                      phase3         -8.26289000
 730.00         19.00                      phase3         -8.22773300
 730.00         20.00                      phase3         -8.19265300
 730.00         21.00                      phase3         -8.15764700
 730.00         22.00                      phase3         -8.12271500
 730.00         23.00                      phase3         -8.08785700
 730.00         24.00                      phase3         -8.05307200
 730.00         25.00                      phase3         -8.01835800
 730.00         26.00                      phase3         -7.98371700
 730.00         27.00                      phase3         -7.94914500
 730.00         28.00                      phase3         -7.91464400
 730.00         29.00                      phase3         -7.88021200
 730.00         30.00                      phase3         -7.84584900
 730.00         31.00                      phase3         -7.81155400
 730.00         32.00                      phase3         -7.77732600
 730.00         33.00                      phase3         -7.74316500
 730.00         34.00                      phase3         -7.70907100
 730.00         35.00                      phase3         -7.67504300
 730.00         36.00                      phase3         -7.64107900
 730.00         37.00                      phase3         -7.60718000
 730.00         38.00                      phase3         -7.57334500
 730.00         39.00                      phase3         -7.53957400
 730.00         40.00                      phase3         -7.50586500
 730.00         41.00                      phase3         -7.47221900
 730.00         42.00                      phase3         -7.43863400
 730.00         43.00                      phase3         -7.40511100
 730.00         44.00                      phase3         -7.37164900
 730.00         45.00                      phase3         -7.33824700
 730.00         46.00                      phase3         -7.30490500
 730.00         47.00                      phase3         -7.27162300
 730.00         48.00                      phase3         -7.23839900
 730.00         49.00                      phase3         -7.20523400
 730.00         50.00                      phase3         -7.17212700
 730.00         51.00                      phase3         -7.13907700
 730.00         52.00                      phase3         -7.10608600
 730.00         53.00                      phase3         -7.07315000
 730.00         54.00                      phase3         -7.04027100
 730.00         55.00                      phase3         -7.00744700
 730.00         56.00                      phase3         -6.97467900
 730.00         57.00                      phase3         -6.94196600
 730.00         58.00                      phase3         -6.90930800
 730.00         59.00                      phase3         -6.87670300
 730.00         60.00                      phase3         -6.84415300
 730.00         61.00                      phase3         -6.81165600
 730.00         62.00                      phase3         -6.77921200
 730.00         63.00                      phase3         -6.74682100
 730.00         64.00                      phase3         -6.71448200
 730.00         65.00                      phase3         -6.68219500
 730.00         66.00                      phase3         -6.64996000
 730.00         67.00                      phase3         -6.61777600
 730.00         68.00                      phase3         -6.58564200
 730.00         69.00                      phase3         -6.55355900
 730.00         70.00                      phase3         -6.52152700
 730.00         71.00                      phase3         -6.48954500
 730.00         72.00                      phase3         -6.45761100
 730.00         73.00                      phase3         -6.42572700
 730.00         74.00                      phase3         -6.39389200
 730.00         75.00                      phase3         -6.36210600
 730.00         76.00                      phase3         -6.33036800
 730.00         77.00                      phase3         -6.29867700
 730.00         78.00                      phase3         -6.26703500
 730.00         79.00                      phase3         -6.23543900
 730.00         80.00                      phase3         -6.20389100
 730.00         81.00                      phase3         -6.17238900
 730.00         82.00                      phase3         -6.14093400
 730.00         83.00                      phase3         -6.10952500
 730.00         84.00                      phase3         -6.07816100
 730.00         85.00                      phase3         -6.04684300
 730.00         86.00                      phase3         -6.01557100
 730.00         87.00                      phase3         -5.98434300
 730.00         88.00                      phase3         -5.95316100
 730.00         89.00                      phase3         -5.92202200
 730.00         90.00                      phase3         -5.89092800
 730.00         91.00                      phase3         -5.85987800
 730.00         92.00                      phase3         -5.82887200
 730.00         93.00                      phase3         -5.79790900
 730.00         94.00                      phase3         -5.76698900
 730.00         95.00                      phase3         -5.73611200
 730.00         96.00                      phase3         -5.70527800
 730.00         97.00                      phase3         -5.67448600
 730.00         98.00                      phase3         -5.64373600
 730.00         99.00                      phase3         -5.61302900
 730.00        100.00                      phase3         -5.58236300
 740.00          0.00                      phase3         -8.91083000
 740.00          1.00                      phase3         -8.87415100
 740.00          2.00                      phase3         -8.83756400
 740.00          3.00                      phase3         -8.80106900
 740.00          4.00                      phase3         -8.76466500
 740.00          5.00                      phase3         -8.72835100
 740.00          6.00                      phase3         -8.69212500
 740.00          7.00                      phase3         -8.65598700
 740.00          8.00                      phase3         -8.61993500
 740.00          9.00                      phase3         -8.58396800
 740.00         10.00                      phase3         -8.54808600
 740.00         11.00                      phase3         -8.51228700
 740.00         12.00                      phase3         -8.47657100
 740.00         13.00                      phase3         -8.44093700
 740.00         14.00                      phase3         -8.40538300
 740.00         15.00                      phase3         -8.36990900
 740.00         16.00                      phase3         -8.33451500
 740.00         17.00                      phase3         -8.29919800
 740.00         18.00                      phase3         -8.26395900
 740.00         19.00                      phase3         -8.22879600
 740.00         20.00                      phase3         -8.19371000
 740.00         21.00                      phase3         -8.15869800
 740.00         22.00                      phase3         -8.12376100
 740.00         23.00                      phase3         -8.08889700
 740.00         24.00                      phase3         -8.05410600
 740.00         25.00                      phase3         -8.01938700
 740.00         26.00                      phase3         -7.98474000
 740.00         27.00                      phase3         -7.95016300
 740.00         28.00                      phase3         -7.91565700
 740.00         29.00                      phase3         -7.88121900
 740.00         30.00                      phase3         -7.84685100
 740.00         31.00                      phase3         -7.81255100
 740.00         32.00                      phase3         -7.77831800
 740.00         33.00                      phase3         -7.74415200
 740.00         34.00                      phase3         -7.71005300
 740.00         35.00                      phase3         -7.67602000
 740.00         36.00                      phase3         -7.64205100
 740.00         37.00                      phase3         -7.60814800
 740.00         38.00                      phase3         -7.57430800
 740.00         39.00                      phase3         -7.54053200
 740.00         40.00                      phase3         -7.50681800
 740.00         41.00                      phase3         -7.47316800
 740.00         42.00                      phase3         -7.43957900
 740.00         43.00                      phase3         -7.40605100
 740.00         44.00                      phase3         -7.37258500
 740.00         45.00                      phase3         -7.33917900
 740.00         46.00                      phase3         -7.30583200
 740.00         47.00                      phase3         -7.27254600
 740.00         48.00                      phase3         -7.23931800
 740.00         49.00                      phase3         -7.20614800
 740.00         50.00                      phase3         -7.17303700
 740.00         51.00                      phase3         -7.13998300
 740.00         52.00                      phase3         -7.10698800
 740.00         53.00                      phase3         -7.07404800
 740.00         54.00                      phase3         -7.04116500
 740.00         55.00                      phase3         -7.00833700
 740.00         56.00                      phase3         -6.97556500
 740.00         57.00                      phase3         -6.94284800
 740.00         58.00                      phase3         -6.91018600
 740.00         59.00                      phase3         -6.87757800
 740.00         60.00                      phase3         -6.84502400
 740.00         61.00                      phase3         -6.81252300
 740.00         62.00                      phase3         -6.78007600
 740.00         63.00                      phase3         -6.74768100
 740.00         64.00                      phase3         -6.71533900
 740.00         65.00                      phase3         -6.68304800
 740.00         66.00                      phase3         -6.65080900
 740.00         67.00                      phase3         -6.61862200
 740.00         68.00                      phase3         -6.58648500
 740.00         69.00                      phase3         -6.55439800
 740.00         70.00                      phase3         -6.52236200
 740.00         71.00                      phase3         -6.49037700
 740.00         72.00                      phase3         -6.45844100
 740.00         73.00                      phase3         -6.42655300
 740.00         74.00                      phase3         -6.39471500
 740.00         75.00                      phase3         -6.36292500
 740.00         76.00                      phase3         -6.33118400
 740.00         77.00                      phase3         -6.29949000
 740.00         78.00                      phase3         -6.26784400
 740.00         79.00                      phase3         -6.23624600
 740.00         80.00                      phase3         -6.20469400
 740.00         81.00                      phase3         -6.17318900
 740.00         82.00                      phase3         -6.14173100
 740.00         83.00                      phase3         -6.11031900
 740.00         84.00                      phase3         -6.07895300
 740.00         85.00                      phase3         -6.04763200
 740.00         86.00                      phase3         -6.01635600
 740.00         87.00                      phase3         -5.98512600
 740.00         88.00                      phase3         -5.95394000
 740.00         89.00                      phase3         -5.92279900
 740.00         90.00                      phase3         -5.89170200
 740.00         91.00                      phase3         -5.86064900
 740.00         92.00                      phase3         -5.82964000
 740.00         93.00                      phase3         -5.79867400
 740.00         94.00                      phase3         -5.76775200
 740.00         95.00                      phase3         -5.73687200
 740.00         96.00                      phase3         -5.70603500
 740.00         97.00                      phase3         -5.67524100
 740.00         98.00                      phase3         -5.64448800
 740.00         99.00                      phase3         -5.61377800
 740.00        100.00                      phase3         -5.58310900
 750.00          0.00                      phase3         -8.91205000
 750.00          1.00                      phase3         -8.87536200
 750.00          2.00                      phase3         -8.83876800
 750.00          3.00                      phase3         -8.80226500
 750.00          4.00                      phase3         -8.76585300
 750.00          5.00                      phase3         -8.72953100
 750.00          6.00                      phase3         -8.69329800
 750.00          7.00                      phase3         -8.65715200
 750.00          8.00                      phase3         -8.62109300
 750.00          9.00                      phase3         -8.58512000
 750.00         10.00                      phase3         -8.54923000
 750.00         11.00                      phase3         -8.51342500
 750.00         12.00                      phase3         -8.47770200
 750.00         13.00                      phase3         -8.44206100
 750.00         14.00                      phase3         -8.40650100
 750.00         15.00                      phase3         -8.37102100
 750.00         16.00                      phase3         -8.33562000
 750.00         17.00                      phase3         -8.30029700
 750.00         18.00                      phase3         -8.26505100
 750.00         19.00                      phase3         -8.22988300
 750.00         20.00                      phase3         -8.19479000
 750.00         21.00                      phase3         -8.15977300
 750.00         22.00                      phase3         -8.12483000
 750.00         23.00                      phase3         -8.08996000
 750.00         24.00                      phase3         -8.05516300
 750.00         25.00                      phase3         -8.02043900
 750.00         26.00                      phase3         -7.98578600
 750.00         27.00                      phase3         -7.95120400
 750.00         28.00                      phase3         -7.91669200
 750.00         29.00                      phase3         -7.88224900
 750.00         30.00                      phase3         -7.84787600
 750.00         31.00                      phase3         -7.81357000
 750.00         32.00                      phase3         -7.77933200
 750.00         33.00                      phase3         -7.74516200
 750.00         34.00                      phase3         -7.71105700
 750.00         35.00                      phase3         -7.67701900
 750.00         36.00                      phase3         -7.64304600
 750.00         37.00                      phase3         -7.60913700
 750.00         38.00                      phase3         -7.57529200
 750.00         39.00                      phase3         -7.54151200
 750.00         40.00                      phase3         -7.50779400
 750.00         41.00                      phase3         -7.47413800
 750.00         42.00                      phase3         -7.44054500
 750.00         43.00                      phase3         -7.40701300
 750.00         44.00                      phase3         -7.37354200
 750.00         45.00                      phase3         -7.34013100
 750.00         46.00                      phase3         -7.30678100
 750.00         47.00                      phase3         -7.27349000
 750.00         48.00                      phase3         -7.24025800
 750.00         49.00                      phase3         -7.20708400
 750.00         50.00                      phase3         -7.17396900
 750.00         51.00                      phase3         -7.14091100
 750.00         52.00                      phase3         -7.10791100
 750.00         53.00                      phase3         -7.07496700
 750.00         54.00                      phase3         -7.04208000
 750.00         55.00                      phase3         -7.00924800
 750.00         56.00                      phase3         -6.97647300
 750.00         57.00                      phase3         -6.94375200
 750.00         58.00                      phase3         -6.91108600
 750.00         59.00                      phase3         -6.87847400
 750.00         60.00                      phase3         -6.84591600
 750.00         61.00                      phase3         -6.81341200
 750.00         62.00                      phase3         -6.78096000
 750.00         63.00                      phase3         -6.74856200
 750.00         64.00                      phase3         -6.71621600
 750.00         65.00                      phase3         -6.68392200
 750.00         66.00                      phase3         -6.65167900
 750.00         67.00                      phase3         -6.61948800
 750.00         68.00                      phase3         -6.58734800
 750.00         69.00                      phase3         -6.55525800
 750.00         70.00                      phase3         -6.52321800
 750.00         71.00                      phase3         -6.49123000
 750.00         72.00                      phase3         -6.45929000
 750.00         73.00                      phase3         -6.42739900
 750.00         74.00                      phase3         -6.39555800
 750.00         75.00                      phase3         -6.36376500
 750.00         76.00                      phase3         -6.33202000
 750.00         77.00                      phase3         -6.30032300
 750.00         78.00                      phase3         -6.26867400
 750.00         79.00                      phase3         -6.23707200
 750.00         80.00                      phase3         -6.20551800
 750.00         81.00                      phase3         -6.17401000
 750.00         82.00                      phase3         -6.14254800
 750.00         83.00                      phase3         -6.11113300
 750.00         84.00                      phase3         -6.07976400
 750.00         85.00                      phase3         -6.04844000
 750.00         86.00                      phase3         -6.01716200
 750.00         87.00                      phase3         -5.98592800
 750.00         88.00                      phase3         -5.95474000
 750.00         89.00                      phase3         -5.92359500
 750.00         90.00                      phase3         -5.89249500
 750.00         91.00                      phase3         -5.86143900
 750.00         92.00                      phase3         -5.83042800
 750.00         93.00                      phase3         -5.79945900
 750.00         94.00                      phase3         -5.76853400
 750.00         95.00                      phase3         -5.73765100
 750.00         96.00                      phase3         -5.70681200
 750.00         97.00                      phase3         -5.67601400
 750.00         98.00                      phase3         -5.64525900
 750.00         99.00                      phase3         -5.61454600
 750.00        100.00                      phase3         -5.58387500
 760.00          0.00                      phase3         -8.91329400
 760.00          1.00                      phase3         -8.87659800
 760.00          2.00                      phase3         -8.83999600
 760.00          3.00                      phase3         -8.80348500
 760.00          4.00                      phase3         -8.76706600
 760.00          5.00                      phase3         -8.73073600
 760.00          6.00                      phase3         -8.69449500
 760.00          7.00                      phase3         -8.65834200
 760.00          8.00                      phase3         -8.62227600
 760.00          9.00                      phase3         -8.58629500
 760.00         10.00                      phase3         -8.55039900
 760.00         11.00                      phase3         -8.51458700
 760.00         12.00                      phase3         -8.47885700
 760.00         13.00                      phase3         -8.44320900
 760.00         14.00                      phase3         -8.40764200
 760.00         15.00                      phase3         -8.37215600
 760.00         16.00                      phase3         -8.33674800
 760.00         17.00                      phase3         -8.30141900
 760.00         18.00                      phase3         -8.26616700
 760.00         19.00                      phase3         -8.23099200
 760.00         20.00                      phase3         -8.19589300
 760.00         21.00                      phase3         -8.16087100
 760.00         22.00                      phase3         -8.12592100
 760.00         23.00                      phase3         -8.09104600
 760.00         24.00                      phase3         -8.05624400
 760.00         25.00                      phase3         -8.02151300
 760.00         26.00                      phase3         -7.98685500
 760.00         27.00                      phase3         -7.95226700
 760.00         28.00                      phase3         -7.91775000
 760.00         29.00                      phase3         -7.88330200
 760.00         30.00                      phase3         -7.84892300
 760.00         31.00                      phase3         -7.81461200
 760.00         32.00                      phase3         -7.78036900
 760.00         33.00                      phase3         -7.74619300
 760.00         34.00                      phase3         -7.71208400
 760.00         35.00                      phase3         -7.67804100
 760.00         36.00                      phase3         -7.64406200
 760.00         37.00                      phase3         -7.61014900
 760.00         38.00                      phase3         -7.57629900
 760.00         39.00                      phase3         -7.54251400
 760.00         40.00                      phase3         -7.50879100
 760.00         41.00                      phase3         -7.47513100
 760.00         42.00                      phase3         -7.44153300
 760.00         43.00                      phase3         -7.40799600
 760.00         44.00                      phase3         -7.37452100
 760.00         45.00                      phase3         -7.34110600
 760.00         46.00                      phase3         -7.30775100
 760.00         47.00                      phase3         -7.27445500
 760.00         48.00                      phase3         -7.24121900
 760.00         49.00                      phase3         -7.20804100
 760.00         50.00                      phase3         -7.17492100
 760.00         51.00                      phase3         -7.14185900
 760.00         52.00                      phase3         -7.10885500
 760.00         53.00                      phase3         -7.07590800
 760.00         54.00                      phase3         -7.04301600
 760.00         55.00                      phase3         -7.01018100
 760.00         56.00                      phase3         -6.97740100
 760.00         57.00                      phase3         -6.94467600
 760.00         58.00                      phase3         -6.91200600
 760.00         59.00                      phase3         -6.87939100
 760.00         60.00                      phase3         -6.84682900
 760.00         61.00                      phase3         -6.81432100
 760.00         62.00                      phase3         -6.78186600
 760.00         63.00                      phase3         -6.74946300
 760.00         64.00                      phase3         -6.71711400
 760.00         65.00                      phase3         -6.68481600
 760.00         66.00                      phase3         -6.65257000
 760.00         67.00                      phase3         -6.62037500
 760.00         68.00                      phase3         -6.58823100
 760.00         69.00                      phase3         -6.55613800
 760.00         70.00                      phase3         -6.52409500
 760.00         71.00                      phase3         -6.49210300
 760.00         72.00                      phase3         -6.46015900
 760.00         73.00                      phase3         -6.42826500
 760.00         74.00                      phase3         -6.39642000
 760.00         75.00                      phase3         -6.36462400
 760.00         76.00                      phase3         -6.33287600
 760.00         77.00                      phase3         -6.30117600
 760.00         78.00                      phase3         -6.26952400
 760.00         79.00                      phase3         -6.23791900
 760.00         80.00                      phase3         -6.20636100
 760.00         81.00                      phase3         -6.17485000
 760.00         82.00                      phase3         -6.14338500
 760.00         83.00                      phase3         -6.11196700
 760.00         84.00                      phase3         -6.08059400
 760.00         85.00                      phase3         -6.04926800
 760.00         86.00                      phase3         -6.01798600
 760.00         87.00                      phase3         -5.98675000
 760.00         88.00                      phase3         -5.95555800
 760.00         89.00                      phase3         -5.92441100
 760.00         90.00                      phase3         -5.89330800
 760.00         91.00                      phase3         -5.86224900
 760.00         92.00                      phase3         -5.83123500
 760.00         93.00                      phase3         -5.80026300
 760.00         94.00                      phase3         -5.76933500
 760.00         95.00                      phase3         -5.73845000
 760.00         96.00                      phase3         -5.70760700
 760.00         97.00                      phase3         -5.67680700
 760.00         98.00                      phase3         -5.64604900
 760.00         99.00                      phase3         -5.61533400
 760.00        100.00                      phase3         -5.58466000
 770.00          0.00                      phase3         -8.91456300
 770.00          1.00                      phase3         -8.87785900
 770.00          2.00                      phase3         -8.84124800
 770.00          3.00                      phase3         -8.80473000
 770.00          4.00                      phase3         -8.76830300
 770.00          5.00                      phase3         -8.73196500
 770.00          6.00                      phase3         -8.69571700
 770.00          7.00                      phase3         -8.65955600
 770.00          8.00                      phase3         -8.62348300
 770.00          9.00                      phase3         -8.58749500
 770.00         10.00                      phase3         -8.55159100
 770.00         11.00                      phase3         -8.51577200
 770.00         12.00                      phase3         -8.48003500
 770.00         13.00                      phase3         -8.44438100
 770.00         14.00                      phase3         -8.40880700
 770.00         15.00                      phase3         -8.37331400
 770.00         16.00                      phase3         -8.33790000
 770.00         17.00                      phase3         -8.30256500
 770.00         18.00                      phase3         -8.26730700
 770.00         19.00                      phase3         -8.23212500
 770.00         20.00                      phase3         -8.19702000
 770.00         21.00                      phase3         -8.16199100
 770.00         22.00                      phase3         -8.12703600
 770.00         23.00                      phase3         -8.09215500
 770.00         24.00                      phase3         -8.05734700
 770.00         25.00                      phase3         -8.02261100
 770.00         26.00                      phase3         -7.98794600
 770.00         27.00                      phase3         -7.95335300
 770.00         28.00                      phase3         -7.91883000
 770.00         29.00                      phase3         -7.88437700
 770.00         30.00                      phase3         -7.84999300
 770.00         31.00                      phase3         -7.81567700
 770.00         32.00                      phase3         -7.78142800
 770.00         33.00                      phase3         -7.74724700
 770.00         34.00                      phase3         -7.71313200
 770.00         35.00                      phase3         -7.67908300
 770.00         36.00                      phase3         -7.64510100
